lead_time,avg_price_per_room,no_of_special_requests,arrival_month,arrival_date,market_segment_type,no_of_week_nights,no_of_weekend_nights,arrival_year,no_of_adults,booking_status
8,174.03753425642694,0,10,6,3,1,1,2018,1,0
241,96.3,0,8,20,4,1,0,2018,2,0
3,235.80392948188822,0,9,7,4,1,0,2018,1,0
204,195.67885180230795,0,8,18,4,4,0,2018,3,0
59,121.92064328779757,0,3,29,4,1,0,2018,1,0
3,91.81656926108957,0,2,6,4,3,1,2018,2,0
443,65.0,0,4,29,3,1,0,2018,2,0
182,112.01794159028793,1,8,3,3,4,1,2018,2,0
3,110.0,0,5,9,0,10,5,2018,1,0
308,52.0,0,11,25,3,2,0,2018,2,0
26,103.6477772455647,0,12,17,4,2,0,2018,2,0
105,75.0,0,10,12,3,3,0,2018,2,0
55,121.5,0,4,30,4,1,1,2018,1,0
233,90.0,0,10,14,3,2,1,2018,2,0
320,115.0,1,8,18,4,2,0,2018,2,0
18,114.93549566680032,0,6,27,4,0,1,2018,1,0
16,75.65274322520027,1,10,12,4,2,1,2017,2,0
15,112.2821011866142,0,5,9,4,1,2,2018,2,0
305,89.0,0,11,4,3,2,1,2018,2,0
418,107.0,0,9,26,3,2,1,2018,2,0
16,99.43600807771189,0,3,3,4,0,1,2018,2,0
28,139.4813991824193,0,9,27,4,1,0,2018,2,0
61,140.4,0,5,6,4,1,0,2018,2,0
135,107.35993362933114,0,6,5,4,3,0,2018,2,0
193,65.0,0,10,15,3,3,0,2017,2,0
213,123.25,0,8,23,4,5,1,2018,2,0
245,110.0,0,7,6,3,4,2,2018,1,0
188,130.0,0,6,15,3,2,0,2018,1,0
98,211.87102010128535,2,7,12,4,3,2,2018,3,0
116,94.07727419660624,0,9,22,4,2,1,2017,2,0
84,149.83017892410209,0,8,13,4,2,0,2018,2,0
114,75.0,0,7,1,3,2,1,2018,1,0
110,149.4,0,9,21,4,3,1,2018,2,0
317,120.0,0,9,15,3,2,0,2018,2,0
296,117.0,1,9,21,3,4,0,2018,2,0
103,236.90568526380946,0,9,16,4,3,2,2018,2,0
102,77.2827791922305,0,3,15,4,2,1,2018,1,0
53,52.40289049385772,0,4,13,3,1,1,2017,2,0
276,61.0,0,5,13,3,3,2,2018,2,0
0,105.09657658070566,0,4,15,4,0,1,2018,1,0
257,101.5,0,7,1,3,2,0,2017,2,0
245,110.0,0,7,6,4,4,2,2018,1,0
49,79.02127515200374,0,3,4,4,1,0,2018,2,0
182,112.18423019388588,0,8,14,3,2,1,2018,2,0
34,95.44927916412536,0,4,17,4,1,2,2018,1,0
137,143.30594058042135,0,8,19,4,4,1,2018,2,0
33,182.94394079110566,0,7,12,4,2,1,2018,2,0
64,94.5,0,3,16,4,2,0,2018,2,0
22,85.60591543829747,0,2,11,4,1,1,2018,1,0
32,130.65814466574054,0,4,1,4,1,1,2018,2,0
194,108.9,1,9,1,4,1,1,2018,2,0
275,110.0,0,4,17,3,0,2,2018,2,0
65,148.75588771828046,0,7,9,4,1,0,2018,2,0
183,100.25113685496132,0,9,4,4,3,0,2018,2,0
320,115.0,1,8,18,3,2,0,2018,2,0
211,100.0,0,5,20,3,2,0,2018,2,0
290,72.0,0,6,17,3,2,1,2018,2,0
70,106.81492856304743,0,5,26,4,2,1,2018,2,0
252,106.3,0,10,15,4,1,2,2018,2,0
166,110.0,0,11,1,3,3,0,2018,1,0
28,166.7266369612446,0,5,28,4,1,0,2018,2,0
130,115.94653519565365,0,5,2,4,3,0,2018,2,0
192,102.0,0,9,25,3,3,2,2017,2,0
85,75.21703744772398,0,9,6,3,3,1,2017,1,0
27,141.0,0,5,10,4,3,0,2018,2,0
23,158.79143537924043,0,3,23,4,1,0,2018,1,0
49,79.2,1,11,21,4,2,1,2018,2,0
1,105.31921822238924,0,5,23,3,1,1,2018,1,0
418,107.0,0,9,26,3,2,1,2018,2,0
0,80.6997428571221,0,2,8,4,1,0,2018,2,0
211,100.0,0,5,20,3,2,0,2018,2,0
184,69.79769262902879,0,10,24,4,3,0,2018,1,0
305,89.0,0,11,4,3,2,1,2018,2,0
50,150.448406802686,0,6,28,4,2,0,2018,3,0
443,65.0,0,4,29,3,1,0,2018,2,0
26,118.40160242550934,0,9,26,4,1,0,2018,2,0
11,150.0,1,11,5,4,1,0,2018,2,0
71,207.9,0,8,13,4,1,0,2018,2,0
213,130.0,0,6,7,3,3,0,2018,2,0
245,110.0,0,7,6,4,4,2,2018,1,0
140,99.56655498817949,0,5,29,4,3,0,2018,2,0
1,60.0,0,2,28,3,1,2,2018,1,0
81,65.0,0,3,25,3,2,2,2018,2,0
6,155.03227729941875,0,4,5,4,1,0,2018,2,0
9,125.95394217834234,1,2,10,4,3,0,2018,2,0
188,130.0,0,6,15,3,2,0,2018,1,0
16,84.12258154862973,0,9,27,4,3,2,2017,2,0
17,138.4945902055598,0,5,21,4,1,0,2018,1,0
181,120.0,0,10,11,3,1,0,2018,1,0
273,95.0,0,5,13,3,2,1,2018,2,0
40,67.5,0,2,11,4,2,1,2018,2,0
62,98.32203117806549,0,3,19,4,1,0,2018,2,0
377,115.0,1,10,14,4,2,0,2018,2,0
17,97.0,0,3,16,4,1,0,2018,2,0
228,89.94870820282347,0,8,10,4,2,0,2018,1,0
256,115.0,1,6,15,3,2,0,2018,2,0
155,80.46376651482026,0,8,25,4,3,1,2018,2,0
52,116.1,0,4,30,4,2,0,2018,2,0
67,138.3816083029466,0,4,10,4,1,1,2018,2,0
38,76.5,0,3,11,4,2,1,2018,1,0
38,81.9,0,3,9,4,3,2,2018,2,0
69,135.292236262481,0,6,27,4,2,0,2018,2,0
35,139.5,0,10,2,4,2,1,2018,1,0
78,100.0,0,3,25,3,2,1,2018,2,0
280,110.0,0,9,19,4,2,1,2018,2,0
101,87.56309005685947,1,11,5,4,2,0,2018,1,0
292,68.1584557238117,0,12,24,4,5,3,2018,2,0
349,123.33,0,10,4,3,5,1,2018,2,0
187,121.5,0,8,4,4,2,0,2018,2,0
156,111.92303897030803,0,7,14,3,3,0,2018,2,0
219,184.51599923778804,0,8,3,4,2,2,2018,2,0
270,62.8,0,4,20,3,4,0,2018,2,0
14,42.18153643744551,0,2,25,3,3,1,2018,1,0
81,65.0,0,3,25,3,2,2,2018,2,0
12,220.0,0,8,21,4,1,0,2018,2,0
155,103.5,0,7,20,4,1,1,2018,2,0
183,100.08925046318281,1,5,6,4,3,2,2018,2,0
0,88.58011012284098,0,4,20,4,0,0,2018,2,0
183,106.24948383541525,1,8,8,4,1,0,2018,2,0
270,62.8,0,4,20,3,4,0,2018,2,0
40,140.2636716197872,0,3,25,4,1,0,2018,2,0
180,89.78457462264718,0,8,27,4,1,0,2018,2,0
295,104.62992048935675,0,7,23,3,4,1,2018,2,0
51,117.27031877499209,0,4,26,4,2,1,2018,2,0
105,75.0,0,4,6,3,1,0,2018,2,0
160,145.26442292213375,1,8,15,3,2,1,2018,2,0
221,31.81560043754222,0,9,7,4,1,0,2018,1,0
129,132.3,0,10,13,4,1,1,2018,2,0
292,115.0,0,7,21,3,2,0,2018,2,0
22,128.88821412578142,0,3,21,4,1,0,2018,2,0
258,110.0,0,10,16,3,0,1,2018,2,0
320,115.0,1,8,18,4,2,0,2018,2,0
82,95.44511496634325,0,5,15,4,2,0,2018,2,0
38,104.25479565940834,0,8,25,4,0,2,2018,2,0
214,168.60897607081313,0,7,20,3,2,2,2018,2,0
137,133.2,0,8,23,4,4,0,2018,3,0
256,115.0,1,6,15,3,2,0,2018,2,0
25,153.8548106003566,0,11,2,4,1,2,2018,2,0
211,100.0,0,5,20,3,2,0,2018,2,0
273,95.0,0,9,21,3,3,0,2018,1,0
192,152.68983910996417,1,8,15,4,2,1,2018,2,0
9,129.17884386797425,0,5,28,4,2,0,2018,1,0
190,67.11716268128352,0,4,27,4,4,2,2018,1,0
86,105.36727400548305,1,3,24,4,4,2,2018,2,0
35,89.92433023619115,0,5,21,3,0,0,2018,2,0
43,123.9,0,7,19,4,3,0,2018,2,0
183,110.0,1,9,8,3,3,0,2018,2,0
44,150.3,0,7,1,4,2,0,2018,3,0
245,75.0,0,6,17,3,2,0,2018,2,0
80,96.55587842217217,0,4,14,3,1,0,2018,1,0
49,140.4,0,6,16,4,2,0,2018,1,0
182,97.25306271171134,1,7,3,4,2,0,2018,2,0
182,117.90491277953747,1,8,30,4,1,0,2018,2,0
171,114.26168912443278,2,8,1,4,3,1,2018,2,0
55,99.9,0,6,20,4,1,0,2018,2,0
56,130.08248174246526,0,4,4,4,4,0,2018,2,0
17,175.59162659406758,0,4,17,4,2,0,2018,2,0
150,109.6716520189087,0,7,11,4,3,1,2018,2,0
273,109.0,0,7,17,3,2,0,2017,2,0
48,158.3185694854903,0,6,4,4,2,1,2018,3,0
223,73.96,0,9,30,4,3,2,2018,2,0
245,75.0,0,6,17,3,2,0,2018,2,0
69,120.0,0,6,12,3,4,2,2018,1,0
156,116.0300334413437,0,8,25,4,1,1,2018,2,0
34,159.3,0,3,25,4,1,0,2018,3,0
68,92.83,0,6,18,4,1,2,2018,2,0
51,139.93941644257046,0,4,11,4,2,0,2018,2,0
5,166.59902683997745,0,8,17,4,1,1,2018,2,0
130,159.3,0,6,9,4,2,0,2018,3,0
21,85.0,0,3,4,4,1,0,2018,1,0
22,139.4606247222227,0,7,21,4,0,1,2018,2,0
14,181.24287498766336,0,6,16,4,2,1,2018,2,0
247,115.0,1,6,6,3,1,1,2018,2,0
17,139.31965990554949,1,10,28,4,1,2,2018,2,0
189,89.2329457894871,1,6,7,4,3,0,2018,2,0
320,115.0,1,8,18,3,2,0,2018,2,0
57,168.3,0,9,22,4,1,0,2018,3,0
137,94.55185513664206,0,7,1,4,2,1,2018,2,0
19,156.0,0,5,11,4,1,0,2018,1,0
55,140.3041598024627,0,5,9,4,1,0,2018,3,0
174,159.39111628637113,0,9,20,4,4,1,2018,2,0
99,90.0,1,11,17,4,2,0,2018,2,0
160,137.7,0,7,14,4,3,0,2018,3,0
22,148.24256550372712,1,10,21,4,4,0,2018,2,0
160,123.20155171295886,0,6,20,3,3,0,2018,1,0
41,104.92793046049904,0,10,2,4,2,0,2018,1,0
47,74.84031460677211,0,3,2,4,3,0,2018,1,0
1,139.0,0,7,8,4,1,0,2018,2,0
103,94.5,0,7,18,3,1,2,2017,2,0
92,104.27374284548486,1,3,25,3,1,1,2018,2,0
59,123.3,1,9,2,4,1,0,2018,2,0
7,169.32518472873582,0,10,6,2,1,0,2018,1,0
185,63.18624994988632,0,9,25,4,3,0,2018,2,0
163,100.0,0,6,5,3,2,2,2018,1,0
93,115.0,0,10,15,3,1,2,2018,1,0
116,94.26240965708507,0,9,23,4,2,2,2018,2,0
265,109.0,0,6,24,3,2,0,2018,2,0
90,135.90021356083955,0,6,19,4,1,1,2018,2,0
73,135.0,1,10,12,4,4,1,2018,2,0
180,120.0,0,10,10,4,2,1,2018,1,0
181,120.0,0,10,11,4,2,0,2018,1,0
169,106.0,0,4,22,3,2,2,2018,2,0
152,111.19076794852292,0,7,11,3,3,1,2018,2,0
266,73.95,0,12,26,4,3,1,2018,2,0
113,76.98860395423652,0,11,13,2,4,2,2018,1,0
194,98.01695310047033,0,8,3,4,1,0,2018,1,0
96,79.34621419245315,1,10,25,4,2,0,2018,2,0
34,224.67,0,9,23,4,3,0,2017,2,0
95,193.4718115257414,0,5,3,4,2,0,2018,2,0
166,110.0,0,11,1,3,3,0,2018,1,0
18,111.29999617285668,0,4,11,4,3,0,2018,2,0
57,49.67784384138585,0,7,18,3,1,1,2017,2,0
146,101.16560625326905,0,5,2,4,4,0,2018,2,0
55,94.5,0,4,11,4,2,0,2018,2,0
109,152.56043194826168,0,7,9,4,3,1,2018,2,0
97,77.27526959705713,0,5,11,4,1,0,2017,2,0
151,200.0,0,6,27,3,0,1,2018,2,0
205,85.5,2,10,18,4,4,0,2018,2,0
276,61.0,0,5,13,3,3,2,2018,2,0
33,62.158555968291665,0,1,25,2,1,1,2018,2,0
133,253.7264847617682,0,7,9,4,1,0,2018,2,0
122,143.1,0,9,20,4,5,1,2018,2,0
31,94.8720502023852,1,10,4,4,3,1,2017,2,0
245,110.0,0,7,6,3,4,2,2018,1,0
52,78.1015537385967,0,11,3,4,1,0,2018,2,0
161,121.5,1,7,25,4,0,1,2018,2,0
28,139.4149223918622,0,5,19,4,2,1,2018,1,0
179,108.9,1,10,1,4,1,2,2018,2,0
110,94.5,0,7,25,3,1,2,2017,2,0
5,65.0,0,8,8,2,0,1,2017,1,0
54,108.0,0,10,10,4,0,0,2018,2,0
159,131.4790930477795,0,9,29,4,2,1,2018,2,0
16,175.12844935268834,0,7,15,4,2,0,2018,2,0
159,144.0,0,9,19,3,2,1,2018,2,0
206,132.77,0,9,23,4,3,2,2018,2,0
99,90.12237101968131,0,6,2,4,2,1,2018,2,0
9,140.0,1,10,16,4,2,2,2018,2,0
1,60.0,0,2,28,3,1,2,2018,1,0
42,107.1,0,4,1,4,1,1,2018,1,0
11,90.0,0,6,14,2,3,0,2017,2,0
32,225.73644577651416,0,5,16,4,4,2,2018,2,0
166,110.0,0,11,1,3,3,0,2018,1,0
263,110.0,0,10,21,3,2,0,2018,2,0
193,100.89897470363093,0,6,20,4,2,1,2018,1,0
377,115.0,1,10,14,3,2,0,2018,2,0
222,118.16660526310525,0,4,28,4,2,2,2018,2,0
45,77.95658207504047,0,3,3,4,3,0,2018,1,0
13,145.0,0,8,8,4,1,1,2018,1,0
233,105.0287469824944,0,8,28,4,7,2,2018,2,0
23,142.71784193521626,0,6,3,4,2,0,2018,1,0
69,120.0,0,6,12,4,4,2,2018,1,0
14,83.44055199625326,0,2,17,3,2,0,2018,1,0
196,86.51007007771666,0,7,16,4,0,0,2018,0,0
250,95.0,0,9,26,3,3,1,2018,2,0
162,107.4198457608387,0,7,6,4,4,2,2018,2,0
5,166.61990583528444,0,8,17,4,1,1,2018,2,0
80,76.22426335856525,0,6,15,4,2,0,2017,2,0
225,96.14434178775578,0,8,11,4,2,0,2018,1,0
74,126.83833598288724,0,7,9,4,1,0,2018,1,0
275,62.8,0,6,4,3,1,1,2018,2,0
35,125.17776571588446,0,6,24,4,0,1,2018,2,0
82,142.89230242525417,0,6,14,4,1,0,2018,2,0
113,85.0,0,6,30,3,3,1,2018,2,0
320,115.0,1,8,18,3,2,0,2018,2,0
15,89.0,0,6,21,4,1,0,2018,2,0
226,105.86169280102509,0,9,10,2,1,1,2018,1,0
64,150.5865495923411,0,8,15,4,1,0,2018,2,0
3,150.8,0,2,27,4,6,4,2018,2,0
308,78.3,2,11,23,4,3,0,2018,1,0
27,141.0,0,5,10,4,3,0,2018,2,0
247,115.0,1,6,6,3,1,1,2018,2,0
185,96.3,0,7,29,4,1,0,2018,2,0
127,89.4722770370074,0,10,26,4,0,1,2017,2,0
186,90.93268413328286,0,8,27,4,2,2,2018,2,0
138,145.42344459219746,0,8,12,4,3,1,2018,2,0
245,110.0,0,7,6,3,4,2,2018,1,0
34,224.67,0,9,23,3,3,0,2017,2,0
52,77.31579277377665,0,6,26,3,1,1,2018,2,0
73,132.3419107284876,0,9,21,4,2,0,2018,2,0
117,87.58643194273839,0,4,2,4,1,1,2018,2,0
138,94.5,0,8,22,3,1,2,2017,2,0
12,95.66415479523766,0,5,30,4,2,1,2017,1,0
185,81.77,2,5,6,4,2,0,2018,2,0
122,139.87287276014195,0,8,3,4,3,0,2018,2,0
188,130.0,0,6,15,3,2,0,2018,1,0
75,105.0,0,10,30,3,0,2,2018,2,0
106,115.19396549582034,0,9,26,4,6,2,2018,2,0
220,185.33848161972358,0,7,2,4,1,1,2018,2,0
377,115.0,1,10,14,3,2,0,2018,2,0
240,80.75,0,10,27,4,3,1,2018,2,0
125,106.48306919633126,0,5,5,4,2,0,2018,2,0
322,80.0,0,5,19,3,3,1,2018,2,0
29,103.09401959065173,0,5,13,4,2,0,2018,2,0
60,79.2,0,11,3,4,2,0,2018,2,0
253,138.24147024270152,1,10,9,4,2,1,2018,1,0
256,115.0,1,6,15,3,2,0,2018,2,0
179,85.15051355979439,0,8,24,4,2,0,2018,2,0
27,219.41054131852744,0,8,16,4,1,1,2018,2,0
190,70.0,0,4,9,3,1,1,2018,2,0
188,130.0,0,6,15,3,2,0,2018,1,0
93,160.8026259862003,0,5,6,4,3,0,2018,2,0
433,70.0,0,9,8,3,3,0,2018,2,0
0,131.25755435731705,0,9,4,4,1,0,2017,1,0
220,128.0,0,9,17,3,1,2,2018,1,0
12,110.0,0,9,19,2,3,0,2018,1,0
70,150.3,0,7,2,4,2,0,2018,3,0
61,105.3,0,5,23,4,1,2,2018,2,0
92,173.16980872058758,0,5,18,4,2,0,2018,2,0
155,103.5,0,7,19,4,1,1,2018,2,0
151,131.34831066913122,0,8,16,3,2,0,2018,2,0
6,92.14899910250605,1,2,3,4,1,0,2018,2,0
138,94.5,0,8,22,3,1,2,2017,2,0
195,81.44164488876432,0,8,26,4,2,1,2018,2,0
95,124.33349281942408,0,9,27,3,1,1,2017,1,0
193,65.0,0,10,15,3,3,0,2017,2,0
188,112.6769407171334,1,7,10,4,0,1,2018,2,0
53,107.84255341379462,0,6,8,4,2,2,2018,1,0
8,124.29326163005517,0,3,10,4,1,1,2018,2,0
59,168.3,0,9,24,4,1,1,2018,3,0
73,107.1,0,7,5,4,1,0,2018,2,0
138,162.0,0,9,23,4,1,1,2018,3,0
18,166.37246197044374,0,5,26,4,0,0,2018,2,0
28,99.00931042465234,0,4,18,2,1,0,2018,2,0
55,77.74566801724184,1,11,9,4,4,1,2017,2,0
119,85.33707795458754,0,6,17,4,0,1,2017,2,0
67,137.7,0,4,8,4,1,0,2018,2,0
114,75.0,0,7,1,3,2,1,2018,1,0
91,140.4,0,5,13,4,2,1,2018,2,0
138,171.99324186670904,0,5,6,4,4,2,2018,2,0
11,130.0,1,11,5,4,1,0,2018,2,0
182,117.9,2,9,30,4,2,0,2018,2,0
71,115.6,0,6,1,3,4,1,2018,3,0
43,74.31557209587744,0,1,20,4,2,1,2018,1,0
257,101.5,0,7,1,4,2,0,2017,2,0
176,125.1,0,9,8,3,3,0,2018,2,0
286,90.0,0,10,16,3,0,1,2018,2,0
40,105.81910609031094,0,9,2,4,1,1,2018,1,0
199,74.8,1,12,23,4,2,2,2018,2,0
86,105.3,0,3,24,4,2,0,2018,2,0
261,111.31497990028225,0,9,21,4,2,0,2018,2,0
292,115.0,0,7,21,3,2,0,2018,2,0
111,168.27866047222156,0,9,22,4,1,0,2018,2,0
247,115.0,1,6,6,3,1,1,2018,2,0
26,149.70003241894565,0,7,2,4,1,1,2018,1,0
276,95.0,0,9,22,3,3,0,2018,2,0
253,88.91549420677089,0,5,3,3,3,0,2018,2,0
93,115.0,0,10,15,3,1,2,2018,1,0
29,74.88933326551545,0,10,15,3,3,0,2018,2,0
43,99.21367434028181,0,11,1,4,2,0,2018,2,0
41,116.1,0,5,9,4,3,1,2018,2,0
108,76.5,1,5,19,4,2,1,2017,2,0
292,88.69921725196286,0,9,20,3,3,1,2018,2,0
279,166.89764974363544,0,10,3,4,2,0,2018,2,0
102,101.5,0,10,16,4,2,0,2017,2,0
73,114.01925477329115,0,9,23,4,2,0,2017,2,0
51,88.4,0,11,15,4,4,1,2018,2,0
166,110.0,0,11,1,3,3,0,2018,1,0
304,89.0,0,11,3,3,3,0,2018,2,0
138,116.3776938107396,0,6,10,4,3,0,2018,2,0
99,65.0,0,10,30,4,2,2,2017,2,0
183,98.1,0,10,11,4,1,0,2018,1,0
12,89.0,0,7,20,4,1,0,2018,1,0
308,52.0,0,11,25,3,2,0,2018,2,0
33,147.60282590199986,1,10,19,4,5,1,2018,2,0
213,121.90137288205996,0,8,21,4,5,1,2018,2,0
36,164.0949571631503,0,7,16,4,1,0,2018,2,0
146,95.0,0,4,24,3,0,2,2018,2,0
3,110.0,0,5,3,0,7,4,2018,1,0
119,115.3012711006599,0,6,3,4,2,0,2018,2,0
37,81.0,0,6,19,3,1,2,2018,1,0
20,104.52023926456985,0,8,2,4,1,0,2017,2,0
110,94.5,0,7,25,3,1,2,2017,2,0
253,90.0,0,5,4,3,4,0,2018,2,0
25,133.0,0,10,19,4,3,0,2018,1,0
34,139.5,0,10,2,4,2,1,2018,1,0
14,117.95308621268913,0,8,30,4,2,0,2018,1,0
305,89.0,0,11,4,3,2,1,2018,2,0
166,110.0,0,11,1,3,3,0,2018,1,0
159,107.03524922425987,0,5,16,3,2,1,2018,2,0
15,165.13636565385124,1,8,1,4,4,0,2017,2,0
276,95.0,0,9,22,3,3,0,2018,2,0
250,95.0,0,9,26,3,3,1,2018,2,0
0,223.2995164530025,0,5,19,4,1,0,2018,2,0
3,148.76677297409805,0,8,4,4,1,0,2018,2,0
63,63.853993113404165,0,2,12,4,2,2,2018,2,0
205,111.48064272489508,0,9,26,4,5,2,2018,2,0
10,99.60708234301748,0,5,26,4,0,1,2018,1,0
248,74.81352600128349,0,10,29,4,1,2,2018,2,0
128,77.49108311793123,1,9,2,4,1,1,2017,2,0
100,79.020273562373,0,4,3,3,2,0,2017,2,0
67,88.9363356786089,0,4,10,4,2,0,2018,2,0
218,115.60409015750487,1,10,29,4,1,0,2018,2,0
23,124.12525505605436,0,8,27,4,3,1,2018,2,0
71,132.6,0,5,1,4,2,2,2018,2,0
161,97.49376510528587,0,7,7,4,2,0,2018,2,0
55,81.59088390677664,0,4,1,4,1,0,2018,2,0
78,100.0,0,3,25,3,2,1,2018,2,0
247,115.0,1,6,6,3,1,1,2018,2,0
305,89.0,0,11,4,4,2,1,2018,2,0
213,90.83099485622854,0,8,16,4,2,0,2018,1,0
265,115.0,1,6,24,3,2,0,2018,2,0
102,101.5,0,10,16,3,2,0,2017,2,0
10,106.35446664983337,0,2,25,4,2,1,2018,2,0
54,99.9,0,6,20,4,0,1,2018,1,0
84,85.5,0,4,13,4,2,0,2018,2,0
198,90.0,0,9,9,4,2,1,2018,2,0
157,84.72455722356894,0,5,18,4,1,0,2018,2,0
20,131.45666940401222,0,9,26,4,3,0,2017,2,0
245,110.0,0,7,6,4,4,2,2018,1,0
105,119.94893407233688,0,5,21,4,2,2,2018,2,0
301,52.0,0,11,18,3,2,0,2018,2,0
79,90.94830622677966,0,3,23,4,2,0,2018,1,0
130,139.5,2,9,29,4,3,0,2018,2,0
138,68.0,0,9,13,3,4,2,2017,1,0
207,98.1,0,10,6,4,2,0,2018,2,0
73,72.25,1,11,14,4,2,0,2017,2,0
221,114.62712412053908,2,9,29,4,3,0,2018,1,0
104,114.0,1,10,6,4,2,0,2017,2,0
5,126.4880374077958,0,9,11,4,2,0,2017,2,0
126,118.8,0,9,8,4,3,0,2018,2,0
64,117.98709799104606,0,4,8,4,2,1,2018,2,0
13,129.0,0,8,23,4,2,0,2018,2,0
11,150.0,1,11,5,4,1,0,2018,2,0
183,98.1,0,10,11,4,1,0,2018,1,0
202,128.7,0,10,22,4,1,2,2018,3,0
105,75.0,0,4,6,3,1,0,2018,2,0
1,60.0,0,2,28,3,1,2,2018,1,0
68,135.58486355451228,0,4,21,4,1,0,2018,2,0
29,98.96384733945871,0,4,12,4,3,0,2018,2,0
104,116.1,0,6,14,4,1,0,2018,2,0
93,74.55294435314858,0,3,19,4,2,1,2017,2,0
239,112.2,0,6,15,3,2,0,2018,2,0
95,148.7847271210468,0,6,29,4,5,2,2018,3,0
21,208.1718142045643,0,5,15,4,0,0,2018,2,0
164,100.0,0,10,2,3,2,0,2017,1,0
256,115.0,1,6,15,3,2,0,2018,2,0
36,107.1,1,10,16,4,0,1,2018,1,0
304,89.0,0,11,3,4,3,0,2018,2,0
155,102.90285128421546,0,7,17,4,2,1,2018,2,0
46,143.72703629947523,0,6,8,4,2,1,2018,2,0
105,75.0,0,4,6,3,1,0,2018,2,0
285,100.0,0,10,3,3,3,1,2018,2,0
191,132.0,0,6,3,4,2,1,2018,2,0
50,89.60649528314481,0,10,20,4,1,0,2018,2,0
105,110.0,0,10,12,3,2,1,2017,2,0
247,96.2797100689045,0,7,21,3,3,0,2018,2,0
189,99.85424079826069,0,6,6,4,3,2,2018,2,0
65,148.76947150222196,0,7,9,4,1,0,2018,2,0
377,115.0,1,10,14,4,2,0,2018,2,0
118,122.83129257550016,0,9,27,4,3,1,2018,2,0
263,110.0,0,10,21,4,2,0,2018,2,0
0,209.68285792858953,0,8,14,4,1,0,2017,2,0
102,101.5,0,10,16,4,2,0,2017,2,0
131,94.5,0,8,15,3,1,2,2017,2,0
50,110.99605870737938,0,5,4,2,4,1,2018,1,0
63,116.1,0,5,18,4,1,0,2018,2,0
88,115.99133435704614,0,4,29,4,1,1,2018,1,0
275,62.8,0,6,4,3,1,1,2018,2,0
36,158.85140235394118,0,7,4,4,1,0,2018,2,0
254,100.3,0,9,29,4,3,1,2018,2,0
50,81.40970622857235,0,3,11,4,2,1,2018,2,0
271,101.33,1,9,21,3,3,0,2018,2,0
37,87.62446276133268,0,11,14,3,2,0,2018,2,0
172,166.95595674932943,2,7,3,4,2,0,2018,2,0
205,63.75,0,12,8,4,3,0,2018,2,0
173,115.2,0,3,24,4,1,1,2018,2,0
265,115.0,1,6,24,3,2,0,2018,2,0
280,100.0,0,9,19,3,2,1,2018,1,0
46,113.15130711812513,0,9,24,4,2,0,2018,2,0
223,84.68182375416289,0,9,30,4,6,2,2018,1,0
94,112.68550412015043,0,5,22,4,1,2,2018,2,0
104,76.5,0,4,15,4,2,2,2018,1,0
76,76.13085879585684,0,9,29,3,2,1,2017,2,0
11,90.0,0,6,14,2,3,0,2018,2,0
160,90.0,0,4,27,3,4,2,2018,2,0
67,76.26642574608849,0,3,27,4,10,3,2017,1,0
81,96.76196397083237,0,3,3,4,3,0,2018,2,0
92,100.0,0,3,26,3,1,2,2018,2,0
26,163.7417453596874,0,10,2,4,4,0,2018,2,0
146,95.0,0,4,24,3,0,2,2018,2,0
304,89.0,0,11,3,4,3,0,2018,2,0
67,117.6,0,10,19,4,4,0,2018,2,0
34,65.0,0,9,15,2,1,0,2017,1,0
220,128.0,0,9,17,3,1,2,2018,1,0
147,121.71212872674649,0,7,11,4,5,2,2018,2,0
256,115.0,1,6,15,4,2,0,2018,2,0
322,80.0,0,5,19,3,3,1,2018,2,0
156,121.52778101882251,0,8,22,3,2,0,2018,1,0
166,110.0,0,11,1,3,3,0,2018,1,0
187,168.3,2,7,13,4,1,1,2018,2,0
23,72.8,0,2,11,4,2,0,2018,2,0
29,74.48079665202769,0,2,3,4,1,0,2018,2,0
134,100.31963819626407,0,7,23,4,3,2,2018,2,0
5,79.25345369387037,0,3,25,4,2,0,2017,1,0
39,148.30595762850442,1,9,18,4,1,1,2018,2,0
19,138.4261630363093,0,4,9,4,1,1,2018,1,0
114,75.0,0,6,1,3,2,1,2018,1,0
109,88.97422459497584,0,4,29,4,1,1,2018,2,0
118,69.26187815864058,0,7,21,3,1,1,2017,1,0
19,118.15,0,9,19,3,0,1,2018,2,0
247,115.0,1,6,6,3,1,1,2018,2,0
160,94.67823496121129,0,7,25,4,1,0,2018,2,0
185,89.66127012460348,0,7,14,4,5,2,2018,2,0
102,85.0,0,9,27,3,1,0,2018,1,0
34,149.9762031317086,0,8,10,4,1,0,2018,2,0
35,62.11412812909042,0,1,12,4,3,0,2018,2,0
166,110.0,0,11,1,3,3,0,2018,1,0
31,152.1,0,7,3,4,2,0,2018,2,0
66,169.1939478519433,0,8,6,4,2,1,2018,2,0
64,94.5,0,3,17,4,2,0,2018,2,0
160,114.41950282023515,2,7,27,4,3,0,2018,2,0
245,75.0,0,6,17,3,2,0,2018,2,0
75,80.0,0,3,17,4,3,1,2018,2,0
75,91.13491661726601,0,4,11,4,3,0,2018,2,0
110,144.36769854081686,0,6,4,4,1,0,2018,2,0
68,149.4,0,9,15,4,2,0,2018,2,0
